식별자,스타일,서브스타일,상의_색상,상의_카테고리,상의_소매기장,상의_소재,상의_프린트,상의_넥라인,상의_핏,하의_기장,하의_색상,하의_카테고리,하의_소재,하의_핏
1102897,소피스트케이티드,,블랙,블라우스,긴팔,우븐,무지,,노멀,발목,베이지,팬츠,우븐,노멀
1103144,소피스트케이티드,스트리트,골드,니트웨어,긴팔,니트,무지,라운드넥,타이트,발목,화이트,팬츠,우븐,벨보텀
110334,소피스트케이티드,,핑크,블라우스,7부소매,우븐,무지,브이넥,루즈,니렝스,화이트,스커트,우븐,스키니
110703,소피스트케이티드,페미닌,민트,블라우스,반팔,시폰,무지,라운드넥,노멀,니렝스,화이트,스커트,우븐,스키니
1109743,소피스트케이티드,,와인,니트웨어,긴팔,니트,,브이넥,노멀,발목,화이트,팬츠,우븐,와이드
1111768,소피스트케이티드,,베이지,셔츠,긴팔,우븐,무지,,루즈,발목,화이트,팬츠,우븐,노멀
111327,소피스트케이티드,로맨틱,브라운,블라우스,긴팔,"시폰, 우븐",무지,노카라,,니렝스,,스커트,우븐,
1113633,소피스트케이티드,클래식,화이트,블라우스,긴팔,실크,무지,,노멀,발목,베이지,팬츠,우븐,와이드
1114775,소피스트케이티드,,베이지,블라우스,긴팔,시폰,,브이넥,노멀,미니,브라운,스커트,우븐,노멀
1116297,소피스트케이티드,,화이트,블라우스,긴팔,우븐,무지,브이넥,노멀,발목,라벤더,팬츠,우븐,노멀
1117712,소피스트케이티드,,화이트,,긴팔,,,,,발목,베이지,팬츠,우븐,와이드
1120384,소피스트케이티드,,그린,탑,반팔,우븐,무지,유넥,루즈,발목,화이트,팬츠,우븐,노멀
1120405,소피스트케이티드,페미닌,레드,블라우스,7부소매,시폰,무지,유넥,루즈,발목,화이트,팬츠,우븐,노멀
1120765,소피스트케이티드,스트리트,블랙,블라우스,민소매,시폰,무지,,루즈,미니,블루,청바지,데님,노멀
1120836,소피스트케이티드,,레드,블라우스,반팔,우븐,무지,라운드넥,루즈,,,팬츠,우븐,
1121800,소피스트케이티드,,블랙,블라우스,긴팔,우븐,무지,,노멀,발목,브라운,팬츠,우븐,노멀
112188,소피스트케이티드,,브라운,니트웨어,반팔,니트,무지,브이넥,노멀,미디,브라운,스커트,니트,노멀
1121880,소피스트케이티드,,블랙,블라우스,긴팔,우븐,무지,브이넥,노멀,니렝스,핑크,스커트,우븐,노멀
112189,소피스트케이티드,,브라운,니트웨어,반팔,니트,무지,브이넥,노멀,미디,브라운,스커트,니트,노멀
1121890,소피스트케이티드,,화이트,블라우스,긴팔,시폰,무지,라운드넥,노멀,맥시,블랙,팬츠,우븐,노멀
112190,소피스트케이티드,,브라운,니트웨어,반팔,니트,무지,브이넥,노멀,,브라운,스커트,니트,노멀
1121902,소피스트케이티드,,화이트,블라우스,긴팔,시폰,무지,,노멀,맥시,핑크,팬츠,우븐,노멀
112191,소피스트케이티드,,브라운,니트웨어,7부소매,니트,무지,브이넥,노멀,,브라운,스커트,니트,노멀
1122001,소피스트케이티드,,블루,블라우스,긴팔,우븐,무지,,노멀,발목,블랙,팬츠,우븐,노멀
1122016,소피스트케이티드,,화이트,블라우스,긴팔,시폰,무지,라운드넥,노멀,맥시,블랙,팬츠,우븐,노멀
1122112,소피스트케이티드,섹시,화이트,블라우스,긴팔,우븐,"무지, 호피",,노멀,미니,블랙,스커트,가죽,노멀
1122151,소피스트케이티드,,퍼플,블라우스,긴팔,우븐,무지,브이넥,루즈,발목,블랙,팬츠,우븐,와이드
1122227,소피스트케이티드,스트리트,베이지,블라우스,긴팔,우븐,무지,,노멀,발목,네이비,청바지,데님,벨보텀
1122495,소피스트케이티드,,화이트,블라우스,7부소매,레이스,무지,라운드넥,노멀,미니,블랙,스커트,우븐,노멀
1122547,소피스트케이티드,,핑크,블라우스,긴팔,시폰,무지,노카라,노멀,니렝스,화이트,스커트,우븐,노멀
112298,소피스트케이티드,,블루,티셔츠,긴팔,저지,무지,라운드넥,노멀,발목,베이지,팬츠,우븐,와이드
1123021,소피스트케이티드,오리엔탈,화이트,블라우스,긴팔,우븐,플로럴,,노멀,발목,블랙,팬츠,우븐,노멀
112304,소피스트케이티드,,블루,티셔츠,긴팔,저지,무지,라운드넥,노멀,발목,베이지,팬츠,우븐,와이드
1123505,소피스트케이티드,페미닌,베이지,블라우스,긴팔,시폰,무지,브이넥,노멀,,블랙,,,
112361,소피스트케이티드,,화이트,탑,7부소매,저지,무지,라운드넥,노멀,니렝스,레드,스커트,니트,스키니
1123964,소피스트케이티드,모던,화이트,블라우스,긴팔,시폰,무지,,노멀,니렝스,블랙,스커트,우븐,노멀
1124398,소피스트케이티드,스트리트,베이지,블라우스,7부소매,,스트라이프,브이넥,노멀,,블랙,팬츠,,
1124406,소피스트케이티드,,화이트,셔츠,긴팔,우븐,지그재그,,노멀,니렝스,블랙,스커트,우븐,노멀
1124429,소피스트케이티드,리조트,핑크,브라탑,7부소매,우븐,무지,브이넥,루즈,발목,화이트,팬츠,우븐,노멀
1125100,소피스트케이티드,모던,민트,블라우스,캡,우븐,무지,보트넥,노멀,미니,화이트,스커트,우븐,스키니
1125109,소피스트케이티드,모던,네이비,블라우스,반팔,우븐,무지,,루즈,발목,화이트,팬츠,우븐,노멀
1125617,소피스트케이티드,모던,그레이,블라우스,긴팔,우븐,"스트라이프, 도트",,루즈,,핑크,,,
1125732,소피스트케이티드,모던,핑크,블라우스,반팔,우븐,무지,,루즈,,화이트,,,
1126049,소피스트케이티드,모던,와인,블라우스,7부소매,우븐,무지,,루즈,발목,화이트,팬츠,우븐,루즈
1131350,소피스트케이티드,,그레이,티셔츠,긴팔,저지,,라운드넥,루즈,발목,블랙,팬츠,우븐,노멀
1131853,소피스트케이티드,모던,화이트,셔츠,긴팔,우븐,무지,,루즈,발목,핑크,팬츠,우븐,와이드
1131948,소피스트케이티드,로맨틱,화이트,블라우스,긴팔,우븐,무지,라운드넥,루즈,발목,스카이블루,팬츠,시폰,와이드
1132089,소피스트케이티드,매니시,,블라우스,,시폰,무지,,노멀,발목,그레이,팬츠,우븐,노멀
1132111,소피스트케이티드,젠더리스,블랙,니트웨어,긴팔,니트,무지,라운드넥,루즈,발목,화이트,팬츠,우븐,노멀
1132673,소피스트케이티드,,블랙,블라우스,긴팔,시폰,무지,,노멀,발목,그레이,팬츠,우븐,노멀
1133406,소피스트케이티드,매니시,화이트,,7부소매,,,,,발목,핑크,팬츠,우븐,노멀
1133483,소피스트케이티드,,블랙,,긴팔,,,,,미니,화이트,스커트,우븐,노멀
1134857,소피스트케이티드,모던,베이지,블라우스,긴팔,우븐,무지,,루즈,발목,화이트,팬츠,우븐,노멀
1136098,소피스트케이티드,스트리트,브라운,니트웨어,반팔,니트,무지,,,발목,핑크,팬츠,우븐,와이드
113704,소피스트케이티드,클래식,브라운,니트웨어,긴팔,니트,,브이넥,타이트,발목,블랙,청바지,데님,벨보텀
1138822,소피스트케이티드,스트리트,오렌지,셔츠,반팔,우븐,무지,,노멀,미니,오렌지,팬츠,우븐,루즈
1145254,소피스트케이티드,,화이트,티셔츠,반팔,저지,무지,라운드넥,노멀,미니,블랙,팬츠,우븐,와이드
1145700,소피스트케이티드,,블루,블라우스,7부소매,우븐,무지,,루즈,미디,화이트,스커트,우븐,루즈
1145720,소피스트케이티드,스트리트,레드,블라우스,반팔,우븐,무지,,노멀,발목,레드,팬츠,우븐,노멀
1150436,소피스트케이티드,,퍼플,블라우스,긴팔,우븐,스트라이프,,노멀,발목,,팬츠,우븐,스키니
1150591,소피스트케이티드,,스카이블루,니트웨어,긴팔,니트,,터틀넥,루즈,발목,블랙,팬츠,우븐,와이드
1151970,소피스트케이티드,모던,블랙,탑,긴팔,우븐,무지,라운드넥,노멀,발목,그레이,팬츠,우븐,노멀
1153089,소피스트케이티드,히피,화이트,블라우스,7부소매,시폰,그래픽,라운드넥,노멀,미디,네이비,팬츠,우븐,와이드
1153132,소피스트케이티드,,레드,티셔츠,7부소매,니트,무지,스퀘어넥,루즈,,,팬츠,우븐,노멀
1153139,소피스트케이티드,,네이비,블라우스,7부소매,시폰,플로럴,,루즈,미디,화이트,팬츠,데님,스키니
1153183,소피스트케이티드,,브라운,셔츠,긴팔,실크,무지,브이넥,루즈,미디,블랙,팬츠,우븐,노멀
1153272,소피스트케이티드,매니시,와인,티셔츠,7부소매,린넨,무지,브이넥,루즈,발목,블랙,팬츠,우븐,노멀
1153295,소피스트케이티드,히피,브라운,블라우스,긴팔,시폰,그래픽,,노멀,미디,블랙,팬츠,우븐,노멀
1153359,소피스트케이티드,,블랙,블라우스,7부소매,우븐,스트라이프,라운드넥,노멀,미디,화이트,팬츠,우븐,와이드
1153365,소피스트케이티드,모던,화이트,블라우스,긴팔,시폰,무지,브이넥,노멀,미디,블랙,팬츠,우븐,노멀
1153395,소피스트케이티드,,그레이,블라우스,7부소매,우븐,무지,,루즈,발목,브라운,팬츠,우븐,루즈
1153442,소피스트케이티드,모던,화이트,티셔츠,7부소매,시폰,그래픽,라운드넥,노멀,니렝스,블랙,스커트,우븐,노멀
1153449,소피스트케이티드,매니시,베이지,블라우스,7부소매,우븐,무지,라운드넥,루즈,미디,화이트,팬츠,우븐,와이드
1153472,소피스트케이티드,,골드,티셔츠,7부소매,시폰,무지,라운드넥,루즈,발목,,팬츠,우븐,루즈
1153478,소피스트케이티드,레트로,브라운,블라우스,긴팔,시폰,플로럴,,루즈,니렝스,그레이,스커트,우븐,노멀
1153504,소피스트케이티드,페미닌,베이지,블라우스,긴팔,우븐,무지,,노멀,니렝스,블랙,스커트,우븐,노멀
1154638,소피스트케이티드,페미닌,핑크,블라우스,긴팔,우븐,플로럴,,루즈,발목,핑크,팬츠,우븐,노멀
1155050,소피스트케이티드,스트리트,스카이블루,블라우스,긴팔,우븐,무지,라운드넥,루즈,발목,화이트,팬츠,스판덱스,스키니
1155274,소피스트케이티드,페미닌,화이트,셔츠,7부소매,우븐,무지,,노멀,미니,블랙,스커트,레이스,노멀
1157658,소피스트케이티드,,베이지,셔츠,긴팔,시폰,무지,,노멀,발목,브라운,팬츠,우븐,와이드
1161317,소피스트케이티드,스트리트,실버,블라우스,긴팔,우븐,체크,브이넥,루즈,미니,블랙,스커트,울/캐시미어,노멀
1161378,소피스트케이티드,,화이트,블라우스,긴팔,시폰,,라운드넥,노멀,니렝스,라벤더,스커트,우븐,노멀
1162198,소피스트케이티드,,스카이블루,블라우스,긴팔,시폰,무지,브이넥,노멀,미니,네이비,스커트,우븐,노멀
1162289,소피스트케이티드,,블랙,니트웨어,긴팔,니트,무지,스위트하트,노멀,발목,그레이,스커트,우븐,루즈
1163292,소피스트케이티드,,화이트,블라우스,긴팔,린넨,무지,,루즈,미니,핑크,스커트,우븐,노멀
1164281,소피스트케이티드,,화이트,탑,없음,저지,무지,,타이트,미니,베이지,스커트,린넨,
1164352,소피스트케이티드,,화이트,셔츠,반팔,우븐,무지,,노멀,미니,오렌지,스커트,우븐,
1165027,소피스트케이티드,,네이비,티셔츠,반팔,실크,그래픽,라운드넥,루즈,발목,네이비,팬츠,우븐,노멀
1166469,소피스트케이티드,모던,핑크,블라우스,긴팔,벨벳,무지,브이넥,노멀,,화이트,,,
1167095,소피스트케이티드,로맨틱,스카이블루,브라탑,긴팔,시폰,플로럴,브이넥,루즈,맥시,화이트,팬츠,우븐,벨보텀
1167472,소피스트케이티드,페미닌,베이지,블라우스,7부소매,시폰,무지,브이넥,루즈,맥시,블랙,팬츠,우븐,와이드
1168584,소피스트케이티드,페미닌,스카이블루,블라우스,반팔,우븐,무지,스퀘어넥,노멀,발목,화이트,팬츠,우븐,와이드
1169130,소피스트케이티드,,와인,블라우스,긴팔,우븐,무지,브이넥,루즈,,베이지,팬츠,우븐,노멀
1169880,소피스트케이티드,스트리트,화이트,셔츠,7부소매,우븐,"스트라이프, 믹스",브이넥,루즈,발목,화이트,팬츠,우븐,와이드
1169959,소피스트케이티드,,화이트,셔츠,7부소매,메시,무지,,노멀,발목,네이비,팬츠,울/캐시미어,와이드
1170083,소피스트케이티드,,화이트,셔츠,7부소매,우븐,스트라이프,,루즈,미니,화이트,스커트,우븐,스키니
1170185,소피스트케이티드,,스카이블루,블라우스,긴팔,"실크, 스판덱스",무지,라운드넥,노멀,니렝스,라벤더,스커트,스판덱스,스키니
1170356,소피스트케이티드,로맨틱,네이비,셔츠,긴팔,린넨,무지,브이넥,노멀,미니,베이지,스커트,우븐,노멀
1172578,소피스트케이티드,,블랙,니트웨어,민소매,니트,무지,유넥,루즈,발목,화이트,팬츠,우븐,노멀
11727,소피스트케이티드,,베이지,셔츠,반팔,벨벳,무지,라운드넥,노멀,발목,베이지,팬츠,우븐,노멀
1173926,소피스트케이티드,,핑크,니트웨어,긴팔,니트,,브이넥,노멀,발목,화이트,팬츠,우븐,와이드
11743,소피스트케이티드,,베이지,셔츠,반팔,벨벳,무지,라운드넥,노멀,발목,베이지,팬츠,우븐,노멀
1174885,소피스트케이티드,,화이트,블라우스,반팔,실크,무지,라운드넥,루즈,발목,블루,팬츠,실크,와이드
1175424,소피스트케이티드,,핑크,셔츠,7부소매,우븐,스트라이프,,루즈,발목,화이트,팬츠,우븐,노멀
1175435,소피스트케이티드,,화이트,블라우스,반팔,시폰,무지,라운드넥,노멀,니렝스,블랙,스커트,우븐,노멀
1175575,소피스트케이티드,페미닌,핑크,블라우스,반팔,,스트라이프,브이넥,노멀,발목,화이트,팬츠,우븐,노멀
1175664,소피스트케이티드,리조트,베이지,셔츠,7부소매,린넨,무지,,노멀,니렝스,베이지,스커트,린넨,
1175774,소피스트케이티드,페미닌,베이지,블라우스,반팔,,그래픽,라운드넥,루즈,발목,네이비,팬츠,우븐,노멀
1178797,소피스트케이티드,,블랙,블라우스,반팔,우븐,무지,브이넥,노멀,발목,화이트,스커트,린넨,와이드
1181170,소피스트케이티드,,블랙,블라우스,7부소매,우븐,,,루즈,발목,화이트,팬츠,우븐,와이드
1181283,소피스트케이티드,모던,네이비,셔츠,7부소매,,무지,,노멀,미니,화이트,팬츠,우븐,노멀
1181344,소피스트케이티드,,화이트,셔츠,긴팔,,무지,,노멀,,베이지,,,
1181725,소피스트케이티드,,레드,셔츠,긴팔,,무지,,루즈,발목,화이트,팬츠,우븐,노멀
1181879,소피스트케이티드,,그레이,셔츠,긴팔,우븐,무지,,노멀,,,팬츠,우븐,
1183431,소피스트케이티드,,브라운,블라우스,반팔,우븐,무지,,노멀,발목,카키,팬츠,울/캐시미어,노멀
1183465,소피스트케이티드,,블랙,블라우스,긴팔,시폰,무지,라운드넥,노멀,발목,화이트,팬츠,우븐,벨보텀
1183475,소피스트케이티드,,화이트,셔츠,반팔,우븐,무지,브이넥,노멀,발목,그린,팬츠,울/캐시미어,와이드
1183782,소피스트케이티드,,와인,셔츠,긴팔,우븐,무지,,노멀,발목,블랙,팬츠,우븐,와이드
1184988,소피스트케이티드,,화이트,,7부소매,,,,,발목,블랙,팬츠,우븐,와이드
1185160,소피스트케이티드,,브라운,블라우스,7부소매,시폰,무지,라운드넥,노멀,발목,브라운,팬츠,시폰,와이드
1185698,소피스트케이티드,클래식,화이트,니트웨어,긴팔,니트,무지,터틀넥,타이트,미니,실버,스커트,트위드,노멀
1185905,소피스트케이티드,페미닌,와인,블라우스,민소매,,무지,라운드넥,노멀,니렝스,와인,스커트,,노멀
1187675,소피스트케이티드,스트리트,베이지,탑,긴팔,저지,무지,라운드넥,노멀,발목,블루,청바지,데님,벨보텀
1188050,소피스트케이티드,,와인,탑,긴팔,울/캐시미어,무지,터틀넥,노멀,발목,블랙,팬츠,우븐,루즈
1188222,소피스트케이티드,,그린,티셔츠,긴팔,벨벳,무지,,노멀,,블랙,,,
1191016,소피스트케이티드,스트리트,레드,블라우스,반팔,우븐,무지,라운드넥,루즈,발목,화이트,팬츠,우븐,스키니
120160,소피스트케이티드,페미닌,화이트,블라우스,반팔,우븐,무지,오프숄더,노멀,미디,블랙,스커트,레이스,스키니
1208487,소피스트케이티드,모던,화이트,셔츠,긴팔,우븐,무지,,노멀,발목,블랙,팬츠,우븐,노멀
1209067,소피스트케이티드,모던,블랙,니트웨어,긴팔,"울/캐시미어, 저지",무지,터틀넥,타이트,발목,그레이,팬츠,우븐,루즈
1211665,소피스트케이티드,모던,핑크,셔츠,긴팔,우븐,무지,브이넥,오버사이즈,발목,블랙,팬츠,우븐,노멀
1214491,소피스트케이티드,,화이트,셔츠,긴팔,우븐,무지,,노멀,미디,핑크,스커트,우븐,노멀
1215186,소피스트케이티드,모던,화이트,셔츠,반팔,시폰,무지,브이넥,오버사이즈,미디,스카이블루,스커트,린넨,루즈
1215220,소피스트케이티드,,화이트,셔츠,7부소매,우븐,무지,라운드넥,루즈,미디,민트,스커트,우븐,노멀
1217507,소피스트케이티드,,블루,셔츠,긴팔,우븐,무지,,노멀,니렝스,화이트,스커트,우븐,노멀
1217725,소피스트케이티드,,스카이블루,탑,긴팔,,무지,터틀넥,노멀,미니,화이트,스커트,우븐,노멀
1219126,소피스트케이티드,클래식,화이트,티셔츠,긴팔,우븐,,터틀넥,타이트,미디,블랙,스커트,우븐,노멀
1219300,소피스트케이티드,,화이트,블라우스,7부소매,우븐,,브이넥,노멀,발목,핑크,팬츠,우븐,와이드
1219942,소피스트케이티드,페미닌,블루,티셔츠,긴팔,저지,무지,터틀넥,타이트,미니,블랙,스커트,우븐,노멀
1224237,소피스트케이티드,,베이지,블라우스,긴팔,시폰,플로럴,브이넥,루즈,맥시,블랙,팬츠,우븐,와이드
1225313,소피스트케이티드,,화이트,블라우스,긴팔,우븐,믹스,브이넥,노멀,발목,,팬츠,우븐,노멀
1227771,소피스트케이티드,,네이비,블라우스,긴팔,우븐,무지,브이넥,루즈,미디,화이트,스커트,우븐,와이드
1228040,소피스트케이티드,페미닌,화이트,블라우스,긴팔,우븐,무지,터틀넥,노멀,미디,베이지,스커트,우븐,스키니
1231190,소피스트케이티드,,화이트,셔츠,7부소매,우븐,,,루즈,발목,레드,팬츠,우븐,노멀
123407,소피스트케이티드,모던,민트,탑,캡,저지,무지,브이넥,타이트,발목,베이지,팬츠,우븐,와이드
1234199,소피스트케이티드,스트리트,네이비,블라우스,7부소매,시폰,믹스,,노멀,발목,블루,청바지,데님,벨보텀
1235421,소피스트케이티드,,화이트,셔츠,7부소매,시폰,무지,,노멀,니렝스,핑크,스커트,우븐,스키니
1235983,소피스트케이티드,페미닌,화이트,블라우스,반팔,시폰,무지,라운드넥,루즈,니렝스,베이지,스커트,우븐,스키니
123886,소피스트케이티드,클래식,,니트웨어,,니트,무지,터틀넥,루즈,니렝스,그레이,스커트,벨벳,루즈
1249447,소피스트케이티드,페미닌,화이트,탑,반팔,우븐,무지,스퀘어넥,타이트,발목,핑크,팬츠,우븐,노멀
1250696,소피스트케이티드,,화이트,셔츠,긴팔,우븐,무지,,노멀,,블랙,,,
1252233,소피스트케이티드,,블랙,니트웨어,긴팔,니트,무지,,노멀,,화이트,,,
1254960,소피스트케이티드,,퍼플,블라우스,7부소매,실크,무지,라운드넥,노멀,발목,블랙,팬츠,우븐,노멀
1256375,소피스트케이티드,페미닌,블랙,셔츠,긴팔,"우븐, 린넨",무지,,루즈,미디,카키,스커트,우븐,노멀
1256960,소피스트케이티드,스트리트,스카이블루,블라우스,반팔,우븐,무지,,노멀,발목,화이트,팬츠,우븐,와이드
125821,소피스트케이티드,,카키,니트웨어,긴팔,울/캐시미어,무지,라운드넥,루즈,발목,화이트,팬츠,우븐,노멀
1258346,소피스트케이티드,,블랙,니트웨어,긴팔,니트,,라운드넥,루즈,발목,와인,팬츠,우븐,와이드
1259500,소피스트케이티드,모던,화이트,탑,긴팔,저지,무지,터틀넥,타이트,발목,블랙,팬츠,우븐,루즈
1259701,소피스트케이티드,모던,화이트,티셔츠,긴팔,우븐,무지,,루즈,발목,그레이,팬츠,우븐,노멀
1260709,소피스트케이티드,모던,그레이,셔츠,7부소매,우븐,그래픽,,노멀,맥시,블랙,팬츠,우븐,루즈
1262973,소피스트케이티드,,블랙,니트웨어,긴팔,니트,무지,터틀넥,노멀,발목,베이지,팬츠,우븐,노멀
1266479,소피스트케이티드,,베이지,블라우스,반팔,우븐,무지,유넥,노멀,발목,민트,팬츠,우븐,루즈
1273367,소피스트케이티드,,베이지,블라우스,긴팔,우븐,,라운드넥,노멀,발목,화이트,팬츠,우븐,노멀
1275,소피스트케이티드,,핑크,블라우스,긴팔,시폰,플로럴,라운드넥,루즈,발목,베이지,팬츠,우븐,노멀
127569,소피스트케이티드,매니시,레드,니트웨어,긴팔,니트,,보트넥,루즈,,블랙,,,
1276,소피스트케이티드,,핑크,블라우스,긴팔,시폰,플로럴,라운드넥,루즈,발목,베이지,팬츠,우븐,노멀
1276974,소피스트케이티드,,라벤더,블라우스,7부소매,우븐,무지,브이넥,노멀,발목,화이트,팬츠,우븐,노멀
1277,소피스트케이티드,,핑크,블라우스,긴팔,시폰,플로럴,라운드넥,루즈,발목,베이지,팬츠,우븐,노멀
127713,소피스트케이티드,,레드,니트웨어,7부소매,니트,,터틀넥,루즈,발목,블랙,팬츠,우븐,와이드
1277328,소피스트케이티드,,베이지,블라우스,반팔,시폰,무지,,노멀,발목,블랙,팬츠,우븐,노멀
127816,소피스트케이티드,,와인,니트웨어,긴팔,니트,,라운드넥,타이트,,화이트,,,
1278378,소피스트케이티드,페미닌,화이트,블라우스,반팔,시폰,무지,브이넥,노멀,니렝스,핑크,스커트,우븐,노멀
1282530,소피스트케이티드,페미닌,화이트,블라우스,반팔,우븐,무지,,노멀,발목,베이지,팬츠,우븐,노멀
128298,소피스트케이티드,,베이지,블라우스,7부소매,우븐,,브이넥,루즈,미디,화이트,스커트,우븐,스키니
1283405,소피스트케이티드,리조트,네온,니트웨어,7부소매,니트,무지,유넥,노멀,발목,베이지,팬츠,린넨,루즈
12838,소피스트케이티드,리조트,베이지,블라우스,긴팔,우븐,무지,브이넥,노멀,맥시,카키,팬츠,우븐,와이드
1285543,소피스트케이티드,로맨틱,화이트,블라우스,반팔,우븐,무지,유넥,루즈,발목,핑크,팬츠,우븐,노멀
129261,소피스트케이티드,,오렌지,니트웨어,긴팔,니트,,터틀넥,노멀,,네이비,,,
1292772,소피스트케이티드,,화이트,니트웨어,반팔,니트,무지,유넥,노멀,발목,베이지,팬츠,우븐,루즈
1294711,소피스트케이티드,모던,라벤더,블라우스,반팔,실크,무지,,루즈,발목,화이트,팬츠,울/캐시미어,와이드
129535,소피스트케이티드,,네이비,니트웨어,긴팔,니트,,터틀넥,타이트,,브라운,,,
12983,소피스트케이티드,,블랙,티셔츠,긴팔,저지,무지,터틀넥,타이트,미디,카키,스커트,울/캐시미어,스키니
12987,소피스트케이티드,,블랙,티셔츠,긴팔,저지,무지,터틀넥,타이트,미디,카키,스커트,울/캐시미어,스키니
1300133,소피스트케이티드,,블루,셔츠,긴팔,린넨,무지,브이넥,오버사이즈,맥시,화이트,팬츠,린넨,와이드
1302152,소피스트케이티드,,블루,블라우스,반팔,우븐,스트라이프,,노멀,발목,화이트,팬츠,우븐,루즈
130443,소피스트케이티드,로맨틱,베이지,블라우스,7부소매,시폰,플로럴,,루즈,니렝스,카키,스커트,우븐,스키니
1306608,소피스트케이티드,,화이트,블라우스,반팔,우븐,무지,,루즈,맥시,네이비,팬츠,우븐,벨보텀
130662,소피스트케이티드,,블랙,탑,긴팔,,무지,라운드넥,타이트,니렝스,블랙,스커트,트위드,스키니
1306684,소피스트케이티드,로맨틱,베이지,블라우스,반팔,시폰,무지,브이넥,루즈,,블랙,팬츠,우븐,노멀
130674,소피스트케이티드,클래식,블랙,셔츠,7부소매,우븐,무지,,노멀,미디,브라운,스커트,우븐,노멀
130732,소피스트케이티드,,베이지,블라우스,긴팔,우븐,,,노멀,니렝스,화이트,스커트,우븐,스키니
1307509,소피스트케이티드,클래식,네이비,셔츠,긴팔,실크,무지,,노멀,발목,블랙,팬츠,우븐,벨보텀
1314660,소피스트케이티드,컨트리,화이트,셔츠,긴팔,우븐,무지,,루즈,,브라운,,,
1314683,소피스트케이티드,컨트리,화이트,셔츠,긴팔,우븐,무지,,노멀,발목,브라운,스커트,우븐,노멀
1314691,소피스트케이티드,컨트리,화이트,셔츠,긴팔,우븐,무지,,루즈,,브라운,,,
1314694,소피스트케이티드,컨트리,화이트,,긴팔,,,,,발목,브라운,스커트,우븐,노멀
1315700,소피스트케이티드,모던,그린,블라우스,7부소매,우븐,무지,라운드넥,루즈,발목,화이트,팬츠,우븐,와이드
1316002,소피스트케이티드,,화이트,블라우스,반팔,시폰,무지,브이넥,노멀,미디,핑크,팬츠,우븐,노멀
1317996,소피스트케이티드,리조트,화이트,블라우스,7부소매,"우븐, 레이스",무지,라운드넥,루즈,미디,핑크,팬츠,우븐,루즈
1318029,소피스트케이티드,모던,그린,블라우스,반팔,"실크, 우븐",무지,라운드넥,루즈,발목,화이트,팬츠,우븐,와이드
1320295,소피스트케이티드,모던,블랙,블라우스,긴팔,우븐,무지,스위트하트,루즈,,베이지,,,
1330132,소피스트케이티드,페미닌,화이트,블라우스,긴팔,실크,무지,스퀘어넥,루즈,발목,스카이블루,팬츠,우븐,와이드
1332168,소피스트케이티드,클래식,와인,티셔츠,긴팔,우븐,무지,라운드넥,노멀,발목,베이지,팬츠,우븐,루즈
1332617,소피스트케이티드,,베이지,블라우스,7부소매,우븐,무지,유넥,루즈,발목,그레이,팬츠,우븐,노멀
13376,소피스트케이티드,,,블라우스,,우븐,무지,브이넥,루즈,발목,,팬츠,우븐,노멀
1341777,소피스트케이티드,페미닌,그린,블라우스,반팔,시폰,그래픽,라운드넥,노멀,발목,화이트,팬츠,우븐,루즈
13422,소피스트케이티드,,,블라우스,,우븐,무지,라운드넥,루즈,미디,,스커트,울/캐시미어,노멀
1342974,소피스트케이티드,,핑크,블라우스,반팔,우븐,스트라이프,브이넥,루즈,발목,화이트,팬츠,우븐,노멀
13430,소피스트케이티드,,,블라우스,,우븐,무지,라운드넥,루즈,미디,,스커트,울/캐시미어,노멀
1343000,소피스트케이티드,,핑크,블라우스,반팔,우븐,스트라이프,브이넥,루즈,발목,화이트,팬츠,우븐,노멀
13435,소피스트케이티드,,,니트웨어,,니트,무지,터틀넥,타이트,미디,,스커트,울/캐시미어,와이드
1345661,소피스트케이티드,페미닌,화이트,블라우스,긴팔,"자카드, 시폰",,브이넥,노멀,발목,블랙,팬츠,자카드,루즈
1347036,소피스트케이티드,페미닌,그레이,셔츠,긴팔,저지,,터틀넥,타이트,,네이비,,,
134959,소피스트케이티드,,블루,탑,민소매,우븐,,브이넥,노멀,발목,화이트,팬츠,우븐,루즈
13929,소피스트케이티드,,베이지,블라우스,7부소매,우븐,무지,브이넥,루즈,맥시,블랙,팬츠,우븐,와이드
139377,소피스트케이티드,스트리트,베이지,니트웨어,긴팔,우븐,무지,유넥,루즈,발목,브라운,팬츠,우븐,노멀
14768,소피스트케이티드,,블랙,,긴팔,,,,,발목,화이트,스커트,우븐,루즈
149620,소피스트케이티드,,베이지,셔츠,긴팔,니트,,,노멀,미니,블랙,스커트,데님,노멀
15190,소피스트케이티드,,,니트웨어,,니트,무지,터틀넥,타이트,미디,그레이,팬츠,"우븐, 울/캐시미어",스키니
1554,소피스트케이티드,모던,화이트,블라우스,7부소매,우븐,무지,,루즈,발목,그레이,팬츠,우븐,노멀
156638,소피스트케이티드,,화이트,티셔츠,7부소매,니트,무지,라운드넥,타이트,발목,브라운,팬츠,우븐,벨보텀
158457,소피스트케이티드,웨스턴,베이지,니트웨어,긴팔,니트,무지,라운드넥,타이트,미디,브라운,스커트,가죽,스키니
16115,소피스트케이티드,모던,그린,,민소매,,,,,맥시,베이지,팬츠,우븐,와이드
